id,index,lat,lon,yEdId,domain,refName1,type1,refName2,type2
Rwy_01_011,135,50.042796,8.5772091,n135,Rwy,,,,
Rwy_01_012,136,50.0438357,8.5814879,n136,Rwy,,,,
Rwy_01_013,137,50.0441333,8.582756,n137,Rwy,,,,
Rwy_01_014,138,50.0449939,8.586436,n138,Rwy,RW25C,Entry,RW07C,End
Rwy_02_001,139,50.0276678,8.5345856,n139,Rwy,RW07R,Entry,RW25L,End
Rwy_02_002,140,50.0299788,8.5443116,n140,Rwy,,,,
Rwy_02_003,141,50.0304714,8.546335,n141,Rwy,,,,
Rwy_02_004,142,50.0316657,8.5513761,n142,Rwy,,,,
Rwy_02_005,143,50.0328441,8.5562362,n143,Rwy,,,,
Rwy_02_006,144,50.0341861,8.5619303,n144,Rwy,,,,
Rwy_02_007,145,50.0359876,8.5694956,n145,Rwy,,,,
Rwy_02_008,146,50.0366491,8.5722422,n146,Rwy,,,,
Rwy_02_009,147,50.0384339,8.5797417,n147,Rwy,,,,
Rwy_02_010,148,50.0399268,8.5860425,n148,Rwy,RW25L,Entry,RW07R,End
Rwy_03_001,149,50.0371522,8.4974151,n149,Rwy,RW07L,Entry,RW25R,End
Rwy_03_002,150,50.0388887,8.5045819,n150,Rwy,,,,
Rwy_03_003,151,50.0404288,8.5110996,n151,Rwy,,,,
Rwy_03_004,152,50.0414899,8.515477,n152,Rwy,,,,
Rwy_03_005,153,50.0425235,8.5197328,n153,Rwy,,,,
Rwy_03_006,154,50.0440944,8.5264276,n154,Rwy,,,,
Rwy_03_007,155,50.045748,8.5333374,n155,Rwy,RW25R,Entry,RW07L,End
Txy_P4_P,156,50.0439401,8.5345428,n156,Txy,,,,
Txy_P6_P,157,50.0434715,8.5326116,n157,Txy,,,,
Txy_P8_P,158,50.0419143,8.5260344,n158,Txy,,,,
Txy_P10_P,159,50.0406051,8.5206998,n159,Txy,,,,
Txy_P14_P,160,50.0385655,8.5122479,n160,Txy,,,,
Txy_P16_P,161,50.037799,8.5088954,n161,Txy,,,,
Txy_P20_P,162,50.0362602,8.5022156,n162,Txy,,,,
Txy_P24_P,163,50.0355849,8.4986107,n163,Txy,,,,
Txy_P_001,164,50.0445202,8.5449829,n164,Txy,,,,
Txy_P_002,165,50.0431146,8.5476865,n165,Txy,,,,
Rwy_04_001,166,49.9987766,8.5262577,n166,Rwy,RW18,Entry,,End
Rwy_04_002,167,50.0018686,8.5262422,n167,Rwy,,,,
Rwy_04_003,168,50.0229091,8.5260069,n168,Rwy,,,,
Rwy_04_004,169,50.0293972,8.5259642,n169,Rwy,,,,
Rwy_04_005,170,50.0325951,8.5259642,n170,Rwy,,,,
Rwy_04_006,171,50.0331947,8.5259427,n171,Rwy,,,,
Rwy_04_007,172,50.0340285,8.5259213,n172,Rwy,,Entry,RW18,End
Txy_S_Y,173,50.0239392,8.5305107,n173,Txy,,,,
Txy_M_Y,174,50.0294375,8.5282441,n174,Txy,,,,
Txy_Y3_Y,175,50.0280616,8.5283164,n175,Txy,,,,
Txy_Y5_001,176,49.9988693,8.5273748,n176,Txy,,,,
Txy_Y5_002,177,50.0011313,8.5284906,n177,Txy,,,,
Txy_Y5_003,178,50.0233816,8.5284193,n178,Txy,,,,
Txy_Y1_Y,179,50.0251395,8.5282768,n179,Txy,,,,
Txy_Y1_M,180,50.0294807,8.5307329,n180,Txy,,,,
Txy_M29_Y3,181,50.0288466,8.5318272,n181,Txy,,,,
Txy_M29_M,182,50.0298529,8.5335438,n182,Txy,,,,
Txy_M29_001,183,50.0284951,8.5328572,n183,Txy,,,,
Txy_W9_W,184,50.0229892,8.5233114,n184,Txy,,,,
Txy_W3_W,185,50.0326565,8.5230313,n185,Txy,,,,
Txy_W1_W,186,50.0339797,8.5230313,n186,Txy,,,,
Txy_P1_W,187,50.0354955,8.5229429,n187,Txy,,,,
Txy_P1_001,188,50.036963,8.5117425,n188,Txy,,,,
Txy_P1_002,189,50.0351575,8.5175146,n189,Txy,,,,
Txy_R_S3_Txy_R_S4,190,50.0382839,8.5871277,n190,Txy,,,,
Txy_M27_M,191,50.0308099,8.5375184,n191,Txy,,,,
Txy_M25_M,192,50.032588,8.5450071,n192,Txy,,,,
Txy_M21_M,193,50.0338258,8.5501784,n193,Txy,,,,
Txy_M19_M,194,50.0349965,8.5550493,n194,Txy,,,,
Txy_M15_M,195,50.0364298,8.5611219,n195,Txy,,,,
Txy_M13_M,196,50.0376978,8.5664434,n196,Txy,,,,
Txy_M11_M,197,50.0382013,8.5683316,n197,Txy,,,,
Txy_M9_M,198,50.0395795,8.5741467,n198,Txy,,,,
Txy_M7_M,199,50.0406131,8.5784629,n199,Txy,,,,
Txy_M8_M,200,50.0416466,8.5829261,n200,Txy,,,,
Txy_M6_M,201,50.0424046,8.5860374,n201,Txy,,,,
Txy_S29_S,202,50.0252321,8.5360126,n202,Txy,,,,
Txy_R15_R,203,50.0290437,8.5481898,n203,Txy,,,,
Txy_R13_R,204,50.0301395,8.5528246,n204,Txy,,,,
Txy_R11_R,205,50.0308632,8.5563008,n205,Txy,,,,
Txy_R10_R,206,50.0321175,8.561397,n206,Txy,,,,
Txy_R7_R,207,50.0351551,8.5739209,n207,Txy,,,,
Txy_R5_R,208,50.0367194,8.5806649,n208,Txy,,,,
